CUSTOMER_ID,CUSTOMER_NAME,AGE,MARITAL_STATUS,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,TENURE,SSN,STATE,IS_FRAUD
CUST00543,Customer_543,61,Divorced,Self-Employed,3,Rented,Middle,Master,15,832-37-5882,TX,0
CUST00544,Customer_544,36,Single,Unemployed,7,Leased,Lower,PhD,9,825-41-2001,OH,0
CUST00545,Customer_545,19,Widowed,Employed,4,Rented,Upper,Master,19,832-35-2951,CA,1
CUST00546,Customer_546,66,Married,Self-Employed,1,Rented,Middle,Bachelor,7,715-57-1275,CA,0
CUST00547,Customer_547,48,Divorced,Retired,6,Leased,Middle,Bachelor,9,922-56-3432,WA,0
CUST00548,Customer_548,43,Single,Unemployed,7,Owned,Middle,High School,18,176-70-7854,MI,1
CUST00549,Customer_549,75,Married,Retired,3,Rented,Upper,None,4,773-66-8881,GA,0
CUST00550,Customer_550,27,Divorced,Unemployed,2,Rented,Middle,Master,16,647-31-2991,FL,0
CUST00551,Customer_551,20,Divorced,Employed,4,Leased,Lower,Bachelor,3,445-74-1200,CA,0
CUST00552,Customer_552,63,Single,Self-Employed,3,Owned,Middle,PhD,18,371-48-6136,TX,0
CUST00553,Customer_553,75,Married,Retired,5,Leased,Lower,High School,7,232-18-9190,IL,0
CUST00554,Customer_554,69,Single,Unemployed,3,Owned,Lower,Master,13,186-17-2745,MI,0
CUST00555,Customer_555,72,Married,Unemployed,2,Owned,Middle,Master,14,408-29-8329,OH,1
CUST00556,Customer_556,71,Single,Retired,2,Owned,Lower,None,8,213-22-2064,MI,0
CUST00557,Customer_557,60,Widowed,Employed,5,Rented,Middle,PhD,11,686-88-2465,WA,0
CUST00558,Customer_558,75,Married,Retired,4,Owned,Middle,PhD,15,598-43-6598,NC,0
CUST00559,Customer_559,39,Married,Employed,1,Leased,Middle,Bachelor,17,684-35-6440,CA,0
CUST00560,Customer_560,64,Divorced,Retired,4,Owned,Upper,Master,3,149-53-9713,FL,0
CUST00561,Customer_561,23,Single,Retired,6,Leased,Middle,None,10,908-14-1514,NY,1
CUST00562,Customer_562,50,Single,Self-Employed,2,Leased,Lower,High School,17,839-28-6985,OH,0
CUST00563,Customer_563,36,Widowed,Self-Employed,2,Owned,Middle,PhD,11,588-46-3774,NC,0
CUST00564,Customer_564,76,Divorced,Employed,3,Owned,Middle,Bachelor,1,771-32-7881,WA,0
CUST00565,Customer_565,45,Single,Self-Employed,7,Rented,Middle,PhD,3,309-88-7307,WA,0
CUST00566,Customer_566,30,Married,Employed,3,Leased,Lower,Master,16,589-18-2923,IL,0
CUST00567,Customer_567,53,Widowed,Unemployed,6,Rented,Upper,PhD,9,668-60-1924,WA,0
CUST00568,Customer_568,22,Single,Employed,5,Rented,Middle,Bachelor,14,189-63-4385,WA,1
CUST00569,Customer_569,25,Married,Retired,7,Leased,Middle,None,17,525-64-8644,TX,0
CUST00570,Customer_570,44,Single,Self-Employed,5,Rented,Lower,None,2,326-71-8784,GA,0
CUST00571,Customer_571,57,Divorced,Retired,3,Owned,Middle,PhD,9,921-96-1041,IL,0
CUST00572,Customer_572,54,Divorced,Self-Employed,6,Rented,Upper,Master,3,168-87-2852,MI,0
CUST00573,Customer_573,21,Divorced,Retired,1,Leased,Middle,High School,17,360-52-6901,MI,0
CUST00574,Customer_574,60,Married,Unemployed,6,Rented,Middle,Bachelor,9,134-67-1836,TX,0
CUST00575,Customer_575,21,Married,Retired,2,Rented,Upper,Bachelor,17,432-90-2130,GA,0
CUST00576,Customer_576,68,Divorced,Unemployed,5,Owned,Lower,PhD,6,140-52-3227,WA,0
CUST00577,Customer_577,20,Widowed,Self-Employed,5,Owned,Middle,None,3,320-47-2534,GA,0
CUST00578,Customer_578,19,Widowed,Unemployed,2,Rented,Upper,PhD,17,118-92-8294,MI,0
CUST00579,Customer_579,50,Widowed,Employed,4,Rented,Lower,None,12,470-83-9962,NC,0
CUST00580,Customer_580,67,Single,Retired,4,Rented,Middle,High School,4,454-23-2815,NC,0
CUST00581,Customer_581,65,Married,Unemployed,6,Rented,Upper,PhD,14,963-89-7299,MI,0
CUST00582,Customer_582,55,Married,Employed,4,Rented,Middle,Master,8,710-37-5714,WA,0
CUST00583,Customer_583,29,Widowed,Employed,1,Rented,Upper,High School,1,431-44-7542,TX,1
CUST00584,Customer_584,77,Married,Employed,1,Owned,Middle,PhD,5,584-48-3245,NC,0
CUST00585,Customer_585,19,Single,Unemployed,5,Leased,Middle,None,15,689-50-1450,NY,0
CUST00586,Customer_586,39,Married,Unemployed,7,Leased,Middle,Master,3,716-39-4701,OH,0
CUST00587,Customer_587,64,Single,Employed,4,Rented,Lower,Bachelor,7,988-70-1604,GA,0
CUST00588,Customer_588,56,Married,Unemployed,1,Owned,Middle,Bachelor,5,764-35-7782,GA,0
CUST00589,Customer_589,67,Married,Self-Employed,2,Leased,Middle,PhD,14,414-60-7250,TX,0
CUST00590,Customer_590,65,Divorced,Self-Employed,7,Leased,Middle,PhD,17,265-22-7304,MI,1
CUST00591,Customer_591,76,Single,Unemployed,5,Owned,Lower,Bachelor,15,164-82-4898,NC,0
CUST00592,Customer_592,50,Divorced,Retired,1,Rented,Middle,PhD,14,184-77-9062,NC,0
CUST00593,Customer_593,68,Divorced,Retired,2,Leased,Upper,PhD,2,160-93-4728,GA,0
CUST00594,Customer_594,27,Divorced,Employed,6,Owned,Lower,High School,18,700-33-1999,OH,0
CUST00595,Customer_595,28,Widowed,Retired,5,Rented,Middle,Bachelor,4,987-68-3294,FL,1
CUST00596,Customer_596,21,Single,Unemployed,3,Rented,Lower,Bachelor,8,420-77-3732,OH,0
CUST00597,Customer_597,30,Single,Employed,5,Owned,Middle,PhD,16,718-13-9883,FL,0
CUST00598,Customer_598,24,Married,Retired,7,Leased,Lower,PhD,5,751-39-6099,MI,0
CUST00599,Customer_599,69,Divorced,Self-Employed,7,Leased,Upper,Master,5,256-50-4180,CA,0
CUST00600,Customer_600,48,Widowed,Self-Employed,6,Rented,Lower,Bachelor,1,449-82-4706,CA,0
CUST00601,Customer_601,45,Single,Retired,3,Leased,Middle,Master,7,105-50-1467,NC,0
CUST00602,Customer_602,57,Married,Unemployed,1,Leased,Upper,None,10,529-70-1879,NC,0
CUST00603,Customer_603,40,Divorced,Employed,3,Leased,Lower,None,9,156-43-5341,OH,0
CUST00604,Customer_604,53,Divorced,Employed,1,Leased,Middle,High School,1,157-38-7982,OH,0
CUST00605,Customer_605,18,Divorced,Retired,4,Leased,Middle,Master,4,613-56-1941,CA,0
CUST00606,Customer_606,62,Divorced,Self-Employed,5,Owned,Middle,PhD,1,818-62-4863,MI,0
CUST00607,Customer_607,72,Single,Employed,3,Owned,Upper,Bachelor,5,652-23-7096,MI,0
CUST00608,Customer_608,20,Married,Employed,2,Owned,Middle,None,12,369-13-3104,FL,1
CUST00609,Customer_609,22,Divorced,Retired,4,Leased,Middle,Master,1,428-49-3059,CA,0
CUST00610,Customer_610,26,Single,Unemployed,1,Owned,Middle,Bachelor,4,809-33-2049,OH,0
CUST00611,Customer_611,55,Widowed,Unemployed,2,Leased,Middle,None,11,300-45-1403,FL,0
CUST00612,Customer_612,65,Divorced,Unemployed,7,Rented,Middle,PhD,11,182-23-4522,TX,0
CUST00613,Customer_613,69,Divorced,Self-Employed,7,Owned,Middle,High School,18,955-61-1736,TX,0
CUST00614,Customer_614,66,Divorced,Retired,5,Leased,Middle,High School,11,162-19-1599,GA,0
CUST00615,Customer_615,53,Widowed,Unemployed,3,Rented,Middle,None,18,554-75-4909,NY,0
CUST00616,Customer_616,61,Single,Unemployed,1,Leased,Middle,PhD,14,466-62-4162,NC,0
CUST00617,Customer_617,35,Widowed,Retired,5,Owned,Upper,None,11,827-71-9849,NY,0
CUST00618,Customer_618,64,Single,Employed,4,Rented,Middle,None,8,176-48-8736,GA,0
CUST00619,Customer_619,29,Widowed,Self-Employed,5,Rented,Middle,PhD,3,704-79-5214,FL,1
CUST00620,Customer_620,77,Single,Retired,2,Rented,Middle,None,14,450-77-5217,OH,1
CUST00621,Customer_621,20,Married,Employed,6,Owned,Upper,None,18,466-45-2111,GA,0
CUST00622,Customer_622,76,Divorced,Self-Employed,6,Rented,Upper,Master,7,805-85-1260,NY,0
CUST00623,Customer_623,46,Divorced,Employed,3,Leased,Middle,PhD,7,461-69-2350,MI,0
CUST00624,Customer_624,57,Single,Unemployed,1,Leased,Middle,None,2,371-95-8015,GA,0
CUST00625,Customer_625,27,Married,Retired,4,Rented,Middle,None,12,888-97-7131,FL,0
CUST00626,Customer_626,37,Widowed,Self-Employed,3,Owned,Middle,None,6,350-94-5012,MI,0
CUST00627,Customer_627,71,Single,Unemployed,6,Leased,Lower,None,1,584-58-5936,IL,0
CUST00628,Customer_628,18,Widowed,Retired,2,Owned,Middle,Bachelor,1,595-79-2408,NC,1
CUST00629,Customer_629,29,Divorced,Retired,1,Rented,Upper,Master,7,496-61-6014,NY,0
CUST00630,Customer_630,57,Widowed,Retired,7,Rented,Lower,None,9,750-39-9495,CA,0
CUST00631,Customer_631,67,Widowed,Self-Employed,2,Owned,Middle,High School,9,113-74-2525,OH,0
CUST00632,Customer_632,44,Single,Employed,1,Leased,Upper,High School,15,642-12-3099,OH,0
CUST00633,Customer_633,23,Widowed,Unemployed,6,Rented,Upper,PhD,11,451-18-3952,NC,1
CUST00634,Customer_634,27,Married,Unemployed,6,Rented,Middle,None,15,670-24-6626,NC,0
CUST00635,Customer_635,73,Married,Self-Employed,2,Rented,Middle,Master,6,520-84-6739,GA,1
CUST00636,Customer_636,31,Widowed,Unemployed,4,Rented,Middle,None,5,501-83-2548,OH,1
CUST00637,Customer_637,53,Married,Unemployed,5,Leased,Middle,Bachelor,11,609-30-5055,CA,0
CUST00638,Customer_638,76,Divorced,Self-Employed,6,Leased,Lower,Master,3,528-63-3808,OH,0
CUST00639,Customer_639,41,Divorced,Self-Employed,3,Rented,Middle,None,15,695-26-2503,WA,0
CUST00640,Customer_640,22,Married,Self-Employed,2,Leased,Lower,Bachelor,4,196-52-4710,WA,0
CUST00641,Customer_641,68,Widowed,Self-Employed,1,Rented,Upper,None,18,842-40-6227,CA,0
CUST00642,Customer_642,66,Widowed,Unemployed,6,Owned,Middle,None,19,967-64-8706,MI,0
CUST00643,Customer_643,58,Divorced,Employed,6,Owned,Lower,PhD,11,558-26-5044,TX,1
CUST00644,Customer_644,73,Divorced,Self-Employed,7,Leased,Upper,High School,6,777-20-5321,CA,0
CUST00645,Customer_645,66,Single,Unemployed,6,Leased,Middle,None,7,565-92-9794,CA,0
CUST00646,Customer_646,60,Divorced,Employed,2,Rented,Middle,Master,9,646-28-2835,OH,0
CUST00647,Customer_647,38,Widowed,Retired,2,Owned,Middle,Bachelor,10,638-27-7061,TX,1
CUST00648,Customer_648,21,Widowed,Retired,2,Rented,Lower,Master,2,969-26-9263,GA,0
CUST00649,Customer_649,63,Divorced,Self-Employed,4,Rented,Middle,Master,4,134-52-4471,IL,0
CUST00650,Customer_650,70,Widowed,Unemployed,7,Rented,Lower,Bachelor,15,606-53-5923,MI,1
CUST00651,Customer_651,61,Widowed,Self-Employed,5,Leased,Middle,PhD,2,208-77-9494,FL,0
CUST00652,Customer_652,58,Divorced,Self-Employed,4,Rented,Lower,High School,9,526-86-2103,FL,0
CUST00653,Customer_653,62,Widowed,Employed,6,Leased,Middle,PhD,17,758-38-7025,OH,0
CUST00654,Customer_654,35,Single,Retired,6,Leased,Upper,Bachelor,2,610-13-4159,TX,0
CUST00655,Customer_655,25,Divorced,Retired,3,Leased,Lower,PhD,18,490-82-1989,IL,0
CUST00656,Customer_656,57,Divorced,Retired,6,Owned,Upper,None,9,952-14-3177,OH,0
CUST00657,Customer_657,76,Married,Employed,1,Leased,Upper,Master,9,228-89-6106,GA,0
CUST00658,Customer_658,26,Divorced,Retired,3,Owned,Lower,None,14,743-71-6282,IL,0
CUST00659,Customer_659,22,Widowed,Unemployed,2,Leased,Upper,Bachelor,15,369-21-4922,TX,0
CUST00660,Customer_660,61,Divorced,Unemployed,2,Leased,Upper,None,9,469-48-9957,FL,0
CUST00661,Customer_661,44,Married,Self-Employed,2,Owned,Upper,Master,2,215-67-2405,CA,0
CUST00662,Customer_662,73,Married,Employed,3,Rented,Lower,Master,19,631-70-1320,WA,0
CUST00663,Customer_663,47,Divorced,Self-Employed,6,Rented,Upper,High School,1,514-38-5388,OH,0
CUST00664,Customer_664,50,Divorced,Employed,5,Rented,Middle,PhD,17,538-52-6774,NY,1
CUST00665,Customer_665,21,Married,Retired,4,Owned,Middle,PhD,9,280-86-8570,NY,0
CUST00666,Customer_666,77,Divorced,Retired,4,Owned,Middle,Master,10,511-90-3469,CA,0
CUST00667,Customer_667,38,Married,Retired,2,Rented,Middle,High School,15,284-35-8027,IL,0
CUST00668,Customer_668,45,Widowed,Retired,6,Leased,Lower,PhD,18,223-37-2309,CA,0
CUST00669,Customer_669,57,Divorced,Employed,6,Rented,Lower,PhD,3,499-37-8353,NC,0
CUST00670,Customer_670,71,Widowed,Unemployed,4,Owned,Lower,None,16,789-88-4718,FL,0
CUST00671,Customer_671,67,Married,Retired,6,Owned,Middle,None,13,577-86-7415,TX,1
CUST00672,Customer_672,65,Married,Unemployed,6,Leased,Middle,Bachelor,7,953-97-1678,TX,0
CUST00673,Customer_673,24,Married,Unemployed,6,Rented,Middle,Bachelor,9,311-73-1885,CA,0
CUST00674,Customer_674,23,Divorced,Self-Employed,1,Leased,Middle,None,15,176-22-1645,NY,0
CUST00675,Customer_675,69,Divorced,Retired,1,Leased,Middle,High School,3,698-34-9482,CA,0
CUST00676,Customer_676,74,Divorced,Unemployed,4,Leased,Middle,None,10,191-50-6966,CA,0
CUST00677,Customer_677,56,Widowed,Unemployed,1,Leased,Upper,High School,14,423-73-8562,FL,0
CUST00678,Customer_678,74,Divorced,Employed,1,Leased,Middle,Master,11,674-63-6177,OH,0
CUST00679,Customer_679,37,Widowed,Retired,1,Owned,Middle,High School,9,993-79-1541,FL,1
CUST00680,Customer_680,39,Single,Unemployed,1,Owned,Middle,None,10,794-24-8831,IL,0
CUST00681,Customer_681,28,Married,Retired,3,Owned,Lower,Master,10,391-71-7648,IL,1
CUST00682,Customer_682,67,Divorced,Unemployed,3,Leased,Middle,None,16,419-95-5721,OH,0
CUST00683,Customer_683,59,Married,Unemployed,6,Rented,Upper,High School,16,480-53-3770,CA,1
CUST00684,Customer_684,31,Divorced,Retired,7,Owned,Middle,High School,18,196-97-8304,WA,0
CUST00685,Customer_685,79,Divorced,Employed,2,Rented,Middle,Master,2,832-91-6507,CA,0
CUST00686,Customer_686,19,Married,Self-Employed,3,Owned,Middle,High School,7,984-97-3231,WA,0
CUST00687,Customer_687,65,Divorced,Employed,4,Leased,Lower,Master,17,496-18-7319,FL,0
CUST00688,Customer_688,30,Widowed,Unemployed,2,Rented,Lower,PhD,13,199-77-8237,IL,0
CUST00689,Customer_689,66,Divorced,Self-Employed,3,Leased,Middle,Master,8,469-66-9541,CA,0
CUST00690,Customer_690,48,Widowed,Employed,5,Leased,Middle,PhD,12,779-49-9145,NY,0
CUST00691,Customer_691,32,Single,Retired,3,Owned,Middle,High School,9,135-30-3947,MI,0
CUST00692,Customer_692,21,Widowed,Employed,5,Owned,Lower,Bachelor,17,427-69-8130,GA,0
CUST00693,Customer_693,56,Widowed,Employed,1,Rented,Middle,High School,11,147-33-8360,GA,0
CUST00694,Customer_694,27,Widowed,Employed,4,Leased,Middle,Master,9,554-37-4990,NY,0
CUST00695,Customer_695,45,Divorced,Unemployed,3,Owned,Lower,Bachelor,12,644-62-8462,WA,0
CUST00696,Customer_696,76,Married,Self-Employed,3,Leased,Middle,Master,4,988-81-1933,NC,0
CUST00697,Customer_697,73,Divorced,Unemployed,4,Rented,Middle,High School,15,479-53-6664,FL,0
CUST00698,Customer_698,48,Widowed,Self-Employed,3,Owned,Middle,Master,4,962-49-4130,GA,0
CUST00699,Customer_699,63,Widowed,Retired,6,Leased,Middle,PhD,1,909-75-5127,NY,0
CUST00700,Customer_700,69,Widowed,Self-Employed,2,Owned,Middle,High School,1,935-36-3165,TX,0
CUST00701,Customer_701,55,Widowed,Retired,7,Rented,Middle,PhD,2,119-17-8779,GA,0
CUST00702,Customer_702,30,Divorced,Self-Employed,3,Rented,Middle,Bachelor,2,168-78-1656,IL,0
CUST00703,Customer_703,68,Married,Employed,4,Leased,Middle,None,1,307-41-2932,CA,0
CUST00704,Customer_704,23,Single,Self-Employed,2,Owned,Upper,None,6,213-97-4644,MI,0
CUST00705,Customer_705,50,Widowed,Employed,7,Leased,Middle,Master,19,480-77-9225,GA,0
CUST00706,Customer_706,66,Single,Self-Employed,5,Owned,Middle,High School,2,368-50-5314,OH,0
CUST00707,Customer_707,53,Single,Employed,6,Owned,Middle,Bachelor,13,334-21-9288,WA,0
CUST00708,Customer_708,39,Married,Retired,7,Rented,Middle,PhD,17,727-70-3858,NC,0
CUST00709,Customer_709,43,Divorced,Unemployed,7,Rented,Upper,Bachelor,16,693-22-2062,WA,0
CUST00710,Customer_710,46,Divorced,Employed,2,Owned,Middle,PhD,7,958-30-7925,NC,0
CUST00711,Customer_711,64,Married,Retired,3,Rented,Middle,None,2,350-68-6507,TX,0
CUST00712,Customer_712,79,Divorced,Self-Employed,2,Owned,Middle,None,8,749-94-4829,IL,0
CUST00713,Customer_713,66,Widowed,Employed,4,Rented,Lower,Bachelor,12,878-36-9672,OH,0
CUST00714,Customer_714,37,Widowed,Employed,7,Rented,Middle,None,15,549-85-8426,FL,0
CUST00715,Customer_715,24,Widowed,Employed,6,Owned,Middle,Bachelor,3,670-95-7077,NY,0
CUST00716,Customer_716,47,Widowed,Employed,4,Rented,Upper,None,6,644-32-4386,OH,0
CUST00717,Customer_717,71,Single,Self-Employed,4,Rented,Middle,High School,12,105-73-6460,IL,0
CUST00718,Customer_718,57,Single,Unemployed,6,Rented,Middle,Master,14,726-65-3226,TX,1
CUST00719,Customer_719,37,Single,Self-Employed,4,Leased,Middle,PhD,6,998-48-7294,OH,0
CUST00720,Customer_720,23,Single,Retired,7,Leased,Middle,High School,16,220-63-4620,OH,0
CUST00721,Customer_721,33,Widowed,Retired,4,Rented,Upper,Master,16,934-77-9410,MI,0
CUST00722,Customer_722,62,Divorced,Self-Employed,5,Rented,Middle,Bachelor,7,382-68-6696,TX,0
CUST00723,Customer_723,59,Widowed,Unemployed,5,Rented,Lower,None,11,325-39-7073,IL,1
CUST00724,Customer_724,46,Married,Self-Employed,6,Rented,Middle,Master,10,232-45-7671,WA,0
CUST00725,Customer_725,38,Widowed,Self-Employed,4,Leased,Middle,High School,13,856-62-7023,FL,1
CUST00726,Customer_726,28,Widowed,Employed,3,Owned,Middle,High School,7,842-30-7109,NC,1
CUST00727,Customer_727,78,Single,Unemployed,3,Leased,Middle,High School,7,761-82-6473,NY,0
CUST00728,Customer_728,44,Widowed,Employed,7,Leased,Lower,High School,9,239-14-6530,TX,1
CUST00729,Customer_729,65,Single,Unemployed,1,Owned,Upper,Master,5,348-42-5156,NC,0
CUST00730,Customer_730,46,Married,Retired,5,Leased,Middle,Bachelor,12,771-41-6220,NC,0
CUST00731,Customer_731,53,Single,Self-Employed,7,Rented,Middle,Bachelor,19,547-14-7221,WA,0
CUST00732,Customer_732,57,Divorced,Unemployed,1,Owned,Lower,Bachelor,7,579-29-7697,NC,1
CUST00733,Customer_733,40,Single,Retired,5,Owned,Upper,Master,17,189-33-3150,NY,1
CUST00734,Customer_734,76,Widowed,Unemployed,5,Owned,Middle,Master,9,688-98-8567,NC,0
CUST00735,Customer_735,46,Married,Self-Employed,3,Rented,Upper,Master,4,224-15-8100,CA,1
CUST00736,Customer_736,65,Widowed,Retired,1,Leased,Middle,None,10,619-41-8987,NY,0
CUST00737,Customer_737,74,Married,Employed,5,Leased,Middle,Bachelor,10,260-21-5497,FL,0
CUST00738,Customer_738,41,Divorced,Unemployed,4,Leased,Middle,Bachelor,1,342-30-6632,OH,0
CUST00739,Customer_739,32,Divorced,Self-Employed,6,Leased,Lower,Master,10,374-62-6101,GA,0
CUST00740,Customer_740,78,Widowed,Employed,1,Owned,Middle,High School,4,813-96-6660,OH,0
CUST00741,Customer_741,66,Married,Unemployed,7,Leased,Middle,PhD,16,357-61-5340,TX,1
CUST00742,Customer_742,67,Divorced,Unemployed,5,Leased,Lower,Master,11,506-40-1704,NY,1
CUST00743,Customer_743,76,Married,Unemployed,4,Leased,Middle,Bachelor,6,321-62-1635,CA,0
CUST00744,Customer_744,19,Single,Unemployed,4,Rented,Middle,Bachelor,1,240-60-9961,OH,1
CUST00745,Customer_745,76,Widowed,Self-Employed,7,Rented,Middle,Master,11,250-16-4146,NC,0
CUST00746,Customer_746,25,Divorced,Self-Employed,4,Owned,Lower,None,14,168-89-8085,FL,0
CUST00747,Customer_747,27,Married,Employed,5,Owned,Middle,Bachelor,9,204-19-5868,OH,0
CUST00748,Customer_748,31,Widowed,Unemployed,5,Leased,Middle,Master,18,464-71-9346,MI,0
CUST00749,Customer_749,25,Widowed,Retired,3,Rented,Middle,High School,4,400-80-3996,TX,0
CUST00750,Customer_750,23,Widowed,Self-Employed,2,Rented,Middle,Bachelor,15,309-96-3259,WA,0
CUST00751,Customer_751,25,Married,Self-Employed,6,Leased,Lower,PhD,10,228-62-6360,NY,0
CUST00752,Customer_752,48,Single,Self-Employed,3,Rented,Middle,PhD,6,537-17-2050,NY,0
CUST00753,Customer_753,41,Married,Unemployed,1,Rented,Middle,None,6,781-24-3483,NC,0
CUST00754,Customer_754,39,Married,Unemployed,4,Leased,Middle,Master,9,821-40-4102,NY,0
CUST00755,Customer_755,28,Single,Self-Employed,1,Leased,Middle,None,2,923-81-7374,IL,0
CUST00756,Customer_756,78,Divorced,Employed,4,Leased,Lower,Master,13,270-35-6394,FL,0
CUST00757,Customer_757,38,Married,Self-Employed,5,Leased,Middle,High School,8,854-54-7692,TX,0
CUST00758,Customer_758,47,Widowed,Self-Employed,7,Rented,Middle,High School,13,393-42-6476,MI,0
CUST00759,Customer_759,26,Single,Employed,5,Rented,Middle,Master,10,609-21-4496,CA,1
CUST00760,Customer_760,31,Divorced,Self-Employed,3,Leased,Lower,Bachelor,19,869-57-7689,TX,0
CUST00761,Customer_761,32,Divorced,Retired,5,Leased,Middle,High School,2,843-35-3113,MI,0
CUST00762,Customer_762,78,Single,Unemployed,5,Rented,Upper,High School,10,621-52-9118,NC,0
CUST00763,Customer_763,28,Married,Employed,6,Owned,Middle,PhD,11,264-47-1437,FL,1
CUST00764,Customer_764,49,Widowed,Retired,7,Leased,Lower,PhD,5,426-62-8189,MI,1
CUST00765,Customer_765,51,Married,Employed,1,Leased,Lower,Bachelor,13,858-10-8848,NC,0
CUST00766,Customer_766,22,Divorced,Unemployed,6,Leased,Middle,Bachelor,7,717-27-2942,NY,1
CUST00767,Customer_767,39,Divorced,Unemployed,6,Owned,Middle,Master,15,798-71-2853,CA,0
CUST00768,Customer_768,23,Widowed,Unemployed,3,Leased,Middle,High School,18,493-86-1182,NC,1
CUST00769,Customer_769,28,Divorced,Retired,3,Rented,Middle,None,17,559-87-1035,GA,1
CUST00770,Customer_770,59,Widowed,Self-Employed,3,Leased,Middle,Master,13,591-59-3822,IL,0
CUST00771,Customer_771,53,Widowed,Retired,3,Rented,Upper,Bachelor,14,584-72-3552,FL,0
CUST00772,Customer_772,48,Single,Unemployed,7,Leased,Upper,Master,17,545-57-1314,NY,0
CUST00773,Customer_773,31,Widowed,Self-Employed,3,Rented,Middle,High School,19,291-67-5400,FL,0
CUST00774,Customer_774,56,Widowed,Employed,4,Leased,Middle,Bachelor,14,971-85-2997,MI,0
CUST00775,Customer_775,74,Single,Unemployed,5,Owned,Middle,Master,18,996-86-4784,FL,1
CUST00776,Customer_776,70,Married,Self-Employed,2,Owned,Lower,None,19,658-34-1701,IL,0
CUST00777,Customer_777,28,Married,Self-Employed,5,Leased,Middle,None,4,313-74-6137,GA,0
CUST00778,Customer_778,60,Widowed,Unemployed,4,Owned,Middle,PhD,10,496-52-8142,CA,0
CUST00779,Customer_779,33,Married,Unemployed,2,Leased,Lower,Bachelor,7,725-66-5511,OH,0
CUST00780,Customer_780,71,Single,Employed,2,Rented,Lower,None,19,102-39-2136,GA,0
CUST00781,Customer_781,47,Single,Self-Employed,1,Owned,Lower,High School,15,796-41-3204,OH,0
CUST00782,Customer_782,64,Widowed,Retired,5,Rented,Lower,Bachelor,17,533-52-9388,GA,0
CUST00783,Customer_783,51,Single,Unemployed,6,Rented,Middle,Master,7,260-83-2942,IL,0
CUST00784,Customer_784,59,Married,Self-Employed,7,Owned,Middle,Master,17,820-57-5855,GA,0
CUST00785,Customer_785,75,Divorced,Retired,5,Leased,Lower,PhD,2,733-18-8173,WA,0
CUST00786,Customer_786,26,Single,Unemployed,7,Rented,Middle,Master,18,770-27-1778,NY,0
CUST00787,Customer_787,74,Single,Retired,7,Leased,Middle,None,5,750-18-6218,NY,0
CUST00788,Customer_788,47,Widowed,Self-Employed,5,Leased,Middle,Master,10,329-73-9302,GA,0
CUST00789,Customer_789,26,Married,Employed,3,Leased,Middle,PhD,14,856-76-6783,CA,0
CUST00790,Customer_790,44,Married,Unemployed,7,Rented,Upper,High School,15,168-94-9269,FL,0
CUST00791,Customer_791,21,Widowed,Retired,5,Rented,Middle,High School,5,156-79-1962,TX,0
CUST00792,Customer_792,51,Single,Unemployed,6,Rented,Middle,Bachelor,11,642-32-2142,IL,0
CUST00793,Customer_793,47,Married,Self-Employed,2,Owned,Middle,High School,11,307-38-4142,TX,0
CUST00794,Customer_794,42,Widowed,Employed,7,Rented,Middle,None,15,370-51-6759,FL,1
CUST00795,Customer_795,45,Widowed,Employed,4,Owned,Middle,PhD,7,517-62-4464,IL,1
CUST00796,Customer_796,56,Married,Retired,7,Rented,Lower,None,15,349-23-3799,GA,0
CUST00797,Customer_797,69,Widowed,Employed,3,Owned,Upper,Bachelor,12,272-56-6890,IL,1
CUST00798,Customer_798,42,Divorced,Unemployed,7,Rented,Middle,High School,15,860-36-2135,MI,0
CUST00799,Customer_799,19,Divorced,Unemployed,5,Owned,Middle,Bachelor,17,833-74-3849,NC,0
CUST00800,Customer_800,52,Widowed,Self-Employed,2,Owned,Middle,High School,9,995-67-7746,CA,0
CUST00801,Customer_801,76,Divorced,Retired,2,Leased,Middle,Bachelor,9,415-49-4141,GA,0
CUST00802,Customer_802,42,Married,Unemployed,2,Rented,Middle,High School,16,757-82-8745,CA,0
CUST00803,Customer_803,25,Divorced,Retired,3,Rented,Lower,Bachelor,15,398-78-7150,TX,0
CUST00804,Customer_804,73,Single,Self-Employed,1,Leased,Middle,PhD,17,111-80-2183,NC,0
CUST00805,Customer_805,43,Married,Unemployed,4,Leased,Middle,None,11,215-19-5941,OH,1
CUST00806,Customer_806,41,Divorced,Retired,5,Owned,Upper,Bachelor,13,128-54-7429,NY,1
CUST00807,Customer_807,36,Married,Retired,6,Owned,Lower,None,2,581-33-4005,TX,0
CUST00808,Customer_808,63,Divorced,Self-Employed,7,Leased,Lower,PhD,9,749-40-6994,NY,0
CUST00809,Customer_809,27,Married,Self-Employed,6,Leased,Middle,High School,5,718-56-4347,NC,0
CUST00810,Customer_810,56,Single,Retired,7,Leased,Lower,High School,17,153-76-3747,OH,0
CUST00811,Customer_811,39,Single,Unemployed,5,Owned,Middle,High School,3,508-12-7678,TX,1
CUST00812,Customer_812,41,Divorced,Self-Employed,6,Rented,Middle,PhD,15,918-88-3777,IL,1
CUST00813,Customer_813,31,Single,Self-Employed,6,Rented,Lower,PhD,16,180-18-4420,FL,0
